店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
馥香茶馆,https://www.meituan.com/meishi/156699739/,4.0,0,0.0,杨行镇
吉佳茶艺馆,https://www.meituan.com/meishi/40027432/,3.5,10,79.0,七宝
华祥苑国缤茶品鉴中心（108广场店）,https://www.meituan.com/meishi/1208957800/,3.5,0,0.0,七宝
荐悫 què 堂·茶馆（外滩罗斯福店）,https://www.meituan.com/meishi/1662718905/,4.0,1,564.0,外滩
时相遇·1913百年茶馆,https://www.meituan.com/meishi/165015568/,4.5,1,350.0,肇嘉浜路/中山医院
灵心阁茶楼,https://www.meituan.com/meishi/101073039/,3.5,0,0.0,枫泾镇
恬幽阁,https://www.meituan.com/meishi/184387043/,4.5,3,117.0,八佰伴
聿缘堂茶空间,https://www.meituan.com/meishi/610478553/,4.0,0,135.0,唐湾镇/曹行镇
翠之阁茶艺馆,https://www.meituan.com/meishi/469643/,3.0,0,54.0,外高桥
八马茶业（都市好爱广场店）,https://www.meituan.com/meishi/1766181802/,3.5,0,0.0,颛桥/北桥
茶识地（福山路店）,https://www.meituan.com/meishi/91013482/,3.5,6,198.0,八佰伴
隐溪茶馆（金虹桥店）,https://www.meituan.com/meishi/945802928/,0.0,1,154.0,天山
上茶·SUN TEA,https://www.meituan.com/meishi/194048197/,4.5,3,153.0,肇嘉浜路/中山医院
茶品人生茶馆,https://www.meituan.com/meishi/153731328/,4.0,0,0.0,五角场/大学区
云间宿茶空间,https://www.meituan.com/meishi/42618058/,4.1,10,141.0,四川北路/海伦路
觉藏茶馆,https://www.meituan.com/meishi/1130254872/,4.5,2,150.0,七宝
云溪涧茶馆,https://www.meituan.com/meishi/1735966056/,4.5,0,139.0,虹桥枢纽
大益茶（天山西路店）,https://www.meituan.com/meishi/42247857/,3.5,0,0.0,北新泾/淞虹路
平茶堂,https://www.meituan.com/meishi/1979056980/,4.1,5,162.0,世纪公园/科技馆
皇家郁金香花园酒店水云居茶馆,https://www.meituan.com/meishi/107375188/,3.5,0,0.0,朱家角/东方绿舟
阳洋阳茶楼,https://www.meituan.com/meishi/79389418/,3.0,0,35.0,丰庄
优栎茗茶,https://www.meituan.com/meishi/1157591429/,3.5,1,0.0,康桥/周浦
致臻棋牌茶馆,https://www.meituan.com/meishi/1961899229/,0.0,1,0.0,新江湾城
合润天香茶馆（徐汇店）,https://www.meituan.com/meishi/2528485/,4.1,11,95.0,漕河泾/田林
阿婆茶楼,https://www.meituan.com/meishi/400305/,3.5,0,99.0,朱家角/东方绿舟
远年茶坊,https://www.meituan.com/meishi/4375868/,4.3,35,103.0,八佰伴
小罐茶·茶空间（凯旋路店）,https://www.meituan.com/meishi/157291960/,3.5,8,0.0,上海影城/新华路
悟不二·茶空间（外滩店）,https://www.meituan.com/meishi/90474709/,4.1,11,104.0,北外滩/外白渡桥
喜舍,https://www.meituan.com/meishi/175324650/,4.0,0,205.0,龙华/西岸
大云茶堂,https://www.meituan.com/meishi/77441014/,4.5,0,128.0,龙柏地区
金园茗茶（嘉定店）,https://www.meituan.com/meishi/5310433/,3.5,10,86.0,嘉定镇
小河边茶馆,https://www.meituan.com/meishi/2687218/,3.5,0,11.0,枫泾镇
友缘茶人（古龙路店）,https://www.meituan.com/meishi/491496/,4.1,21,78.0,万源城/东兰路
嘉木轩茗茶,https://www.meituan.com/meishi/1908361300/,4.0,0,81.0,宝山城区/吴淞
隐香阁茶道,https://www.meituan.com/meishi/1814253676/,3.5,0,0.0,江桥
长柳茶客评茶和茶艺培训,https://www.meituan.com/meishi/1713629762/,5.0,0,109.0,世纪公园/科技馆
大云茶堂,https://www.meituan.com/meishi/77441014/,4.5,0,128.0,龙柏地区
金园茗茶（嘉定店）,https://www.meituan.com/meishi/5310433/,3.5,10,86.0,嘉定镇
小河边茶馆,https://www.meituan.com/meishi/2687218/,3.5,0,11.0,枫泾镇
老上海茶馆,https://www.meituan.com/meishi/1556579464/,3.5,0,0.0,城隍庙/豫园
balboagarden落日茶馆,https://www.meituan.com/meishi/575106931/,3.5,0,156.0,世纪大道
友缘茶人（古龙路店）,https://www.meituan.com/meishi/491496/,4.1,21,78.0,万源城/东兰路
嘉木轩茗茶,https://www.meituan.com/meishi/1908361300/,4.0,0,81.0,宝山城区/吴淞
隐香阁茶道,https://www.meituan.com/meishi/1814253676/,3.5,0,0.0,江桥
长柳茶客评茶和茶艺培训,https://www.meituan.com/meishi/1713629762/,5.0,0,109.0,世纪公园/科技馆
一叶茶事茶道培训（新天地店）,https://www.meituan.com/meishi/152371938/,4.5,3,188.0,淮海路
闽藏茶舍,https://www.meituan.com/meishi/117826980/,3.5,4,78.0,淞滨地区
敦厚堂茶艺馆,https://www.meituan.com/meishi/157357484/,4.0,0,126.0,新场
大益茶体验馆（万达店）,https://www.meituan.com/meishi/1328330892/,3.5,3,226.0,江桥
得和茶馆（建国西路店）,https://www.meituan.com/meishi/383717/,3.5,0,129.0,瑞金宾馆区
乌衣巷茶馆,https://www.meituan.com/meishi/1139341349/,3.5,1,0.0,复兴西路/丁香花园
山余草舍,https://www.meituan.com/meishi/78788650/,5.0,0,593.0,复兴西路/丁香花园
陶懿茶楼,https://www.meituan.com/meishi/6996837/,3.5,2,50.0,枫泾镇
坐也茶馆,https://www.meituan.com/meishi/518266935/,4.1,0,0.0,泰晤士小镇
隐山茶舍,https://www.meituan.com/meishi/1404916924/,3.5,0,0.0,金山卫
栖峰堂,https://www.meituan.com/meishi/1019356380/,3.5,4,0.0,马陆镇
食朴茶馆（大学路店）,https://www.meituan.com/meishi/1402336968/,4.6,19,103.0,五角场/大学区
㽬承·茶客厅,https://www.meituan.com/meishi/928077189/,4.5,0,89.0,衡山路/复兴西路
龙源茶坊,https://www.meituan.com/meishi/77474474/,3.5,8,96.0,嘉定新城
三里茶社·共享茶室,https://www.meituan.com/meishi/1761605694/,4.0,5,105.0,八佰伴
静观茶寮,https://www.meituan.com/meishi/898962072/,3.5,0,63.0,七宝
文景斋茶道,https://www.meituan.com/meishi/1672519793/,4.2,20,0.0,松江大学城
大益茶,https://www.meituan.com/meishi/1423246804/,3.5,0,94.0,人民广场/南京路
仁和茶道,https://www.meituan.com/meishi/2627683/,4.1,7,158.0,陆家嘴
南木茶堂,https://www.meituan.com/meishi/116381917/,4.0,0,0.0,莘庄
宋园茶艺馆,https://www.meituan.com/meishi/80794574/,3.5,0,122.0,闸北公园
创客茶社,https://www.meituan.com/meishi/190547625/,4.3,21,88.0,松江大学城
碧云茶席,https://www.meituan.com/meishi/192672362/,4.0,0,731.0,碧云社区
禅茶馆（广富林店）,https://www.meituan.com/meishi/5847591/,3.5,0,157.0,松江区
敦悦茶馆,https://www.meituan.com/meishi/1050208816/,0.0,0,143.0,宝山城区/吴淞
龙华佛茶,https://www.meituan.com/meishi/116492665/,4.5,0,96.0,龙华/西岸
半月斋·黄庭（泰晤士店）,https://www.meituan.com/meishi/153659470/,4.4,38,161.0,泰晤士小镇
一壶芳华,https://www.meituan.com/meishi/533694679/,3.5,3,100.0,洋泾
瀚益茶空间,https://www.meituan.com/meishi/1223602542/,3.5,1,0.0,松江区
休闲咖啡茶吧,https://www.meituan.com/meishi/150838346/,3.5,0,0.0,曹路
中茶普洱·合生茶业,https://www.meituan.com/meishi/41610848/,4.0,0,0.0,上南地区
黑渡口（广富林店）,https://www.meituan.com/meishi/41461588/,4.0,2,135.0,松江大学城
品咂茶庐,https://www.meituan.com/meishi/159232896/,4.0,0,0.0,庙行/共康
隐溪茶馆（张杨路店）,https://www.meituan.com/meishi/553296446/,0.0,0,0.0,洋泾
玄月茶室,https://www.meituan.com/meishi/881115339/,3.5,0,0.0,杨行镇
皎然茶园·茶香酒浓丽人馆（华山路店）,https://www.meituan.com/meishi/1545592659/,4.0,2,115.0,徐家汇
金壶堂 茶馆（联洋总店）,https://www.meituan.com/meishi/5100103/,4.5,3,154.0,世纪公园/科技馆
角里茶馆,https://www.meituan.com/meishi/190685510/,3.5,0,0.0,朱家角/东方绿舟
梧桐树下茶空间Tea Space,https://www.meituan.com/meishi/1157104956/,4.5,0,140.0,肇嘉浜路/中山医院
听香茶苑,https://www.meituan.com/meishi/2651283/,4.0,13,78.0,大宁地区
泽元柒茶茶馆,https://www.meituan.com/meishi/1358709675/,0.0,3,0.0,金山卫
原生茗茶,https://www.meituan.com/meishi/40444418/,3.5,0,0.0,合庆
山夫茶馆（大木桥路店）,https://www.meituan.com/meishi/433226/,3.5,0,35.0,肇嘉浜路/中山医院
无爲舍茶蔬院,https://www.meituan.com/meishi/1064784320/,5.0,0,194.0,静安寺
贤雅茶舍,https://www.meituan.com/meishi/806923353/,3.5,0,71.0,南桥
千浔,https://www.meituan.com/meishi/193916568/,3.5,1,0.0,嘉定新城
紫艺阁茶坊（德平路店）,https://www.meituan.com/meishi/6626957/,3.5,0,0.0,金杨地区
雙陳普洱·老茶客·悦享空间,https://www.meituan.com/meishi/96657782/,4.0,3,190.0,上海动物园
逸品堂茶馆,https://www.meituan.com/meishi/1718569313/,3.5,0,132.0,浦江镇
大益茶（锦江乐园店）,https://www.meituan.com/meishi/1826694825/,3.5,1,0.0,莲花路/南方商城
八马茶业（万科城市花园店）,https://www.meituan.com/meishi/595653763/,4.0,3,0.0,虹桥火车站/机场
召稼楼茶馆,https://www.meituan.com/meishi/150848154/,3.5,0,0.0,浦江镇
禅溪茶馆,https://www.meituan.com/meishi/831365440/,3.5,0,0.0,南京西路
迹叙茶空间,https://www.meituan.com/meishi/175679821/,4.0,1,460.0,外滩
土人斋茶学空间,https://www.meituan.com/meishi/1021660057/,4.0,0,0.0,桃浦
茗约·荷境茶馆（大木桥路店）,https://www.meituan.com/meishi/1144709648/,0.0,0,0.0,肇嘉浜路/中山医院
单农,https://www.meituan.com/meishi/1967708822/,3.5,0,86.0,新天地/马当路
焚岚阁茶馆,https://www.meituan.com/meishi/179190117/,3.5,0,0.0,五角场/大学区
龍柏茶馆（红松路店）,https://www.meituan.com/meishi/40886620/,3.5,0,118.0,龙柏地区
馋茶·茶舍,https://www.meituan.com/meishi/853781117/,4.0,2,0.0,八佰伴
正清和茶馆,https://www.meituan.com/meishi/1593653/,3.5,0,52.0,丰庄
执玉茗香茶馆,https://www.meituan.com/meishi/1994378284/,4.5,6,0.0,七宝
欣茶坊（菊太路店）,https://www.meituan.com/meishi/180560055/,3.5,0,0.0,顾村公园
品品茶楼,https://www.meituan.com/meishi/116861773/,3.5,0,104.0,中山北路/甘泉地区
一味茶室,https://www.meituan.com/meishi/4959076/,3.5,0,80.0,宝山城区/吴淞
友缘茶人（大渡河路店）,https://www.meituan.com/meishi/396562/,3.8,3,56.0,长风公园/华师大
拾一庭茶空间,https://www.meituan.com/meishi/163157788/,4.5,0,260.0,联洋
大可堂茶馆（闻道园店）,https://www.meituan.com/meishi/194727220/,3.5,0,0.0,美兰湖
茗马茶馆,https://www.meituan.com/meishi/1597098/,3.5,0,43.0,七宝
晴天棋牌茶馆,https://www.meituan.com/meishi/1475423337/,5.0,5,67.0,中山公园/江苏路
金桂园茶馆,https://www.meituan.com/meishi/836338507/,0.0,0,0.0,八佰伴
茗茶暗访,https://www.meituan.com/meishi/78030776/,3.0,0,78.0,城隍庙/豫园
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
老舍茶馆,https://www.meituan.com/meishi/190433153/,3.0,0,0.0,虹口足球场/鲁迅公园
茏庭轩茶坊棋牌,https://www.meituan.com/meishi/997269088/,3.5,5,0.0,南桥
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
闻音茶舍,https://www.meituan.com/meishi/820103565/,0.0,0,0.0,长寿路
先生的茶馆,https://www.meituan.com/meishi/152232158/,3.5,0,0.0,凉城/江湾镇
茶品有色,https://www.meituan.com/meishi/1273679887/,4.0,1,146.0,八佰伴
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
人生海海茶室（嘉和休闲广场店）,https://www.meituan.com/meishi/1855405200/,3.5,9,116.0,松江镇
鑫忆茶楼,https://www.meituan.com/meishi/105843500/,3.5,0,0.0,亭林镇
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
惠南博琳茶馆,https://www.meituan.com/meishi/190723893/,4.0,0,0.0,惠南镇
和轩茶庄,https://www.meituan.com/meishi/186339445/,3.5,1,0.0,曹杨地区
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
藏壶堂,https://www.meituan.com/meishi/90339668/,4.0,1,144.0,七宝
嘉良茶舍 棋牌会（阿拉城店）,https://www.meituan.com/meishi/186577092/,4.0,7,171.0,虹桥镇
边上书茶书馆,https://www.meituan.com/meishi/169081602/,4.0,13,165.0,世纪大道
恒大茶庄（浦三路店）,https://www.meituan.com/meishi/5358189/,3.5,0,0.0,临沂/南码头
利川红共享茶室,https://www.meituan.com/meishi/1645312390/,3.5,0,105.0,七宝
云间草堂清茶馆（泰晤士小镇店）,https://www.meituan.com/meishi/6613152/,3.5,0,121.0,泰晤士小镇
鑫丽公馆,https://www.meituan.com/meishi/170622484/,3.0,0,0.0,外高桥
清庐茶事,https://www.meituan.com/meishi/152784636/,3.5,0,303.0,大华地区
丰汇唐韵茶楼,https://www.meituan.com/meishi/6644410/,3.5,0,30.0,城隍庙/豫园
华祥苑茗茶（都市店）,https://www.meituan.com/meishi/190783952/,3.5,0,0.0,春申地区
茶貳茶馆,https://www.meituan.com/meishi/192983290/,3.5,0,0.0,虹桥/古北
亭鎏茶舍,https://www.meituan.com/meishi/194021687/,3.5,0,100.0,南桥
亦瑧堂（蒙古路店）,https://www.meituan.com/meishi/159647425/,4.5,3,182.0,大悦城
出尘朵茶坊（碧江广场店）,https://www.meituan.com/meishi/42920994/,3.5,0,33.0,老闵行/交大师大
华祥苑茗茶（七宝店）,https://www.meituan.com/meishi/195174555/,3.5,0,0.0,七宝
妙秀茶舍,https://www.meituan.com/meishi/1678628170/,4.5,3,120.0,长寿路
福鼎白茶·崇明体验店（堡镇店）,https://www.meituan.com/meishi/1152955885/,3.5,0,0.0,堡镇
武夷茶坊,https://www.meituan.com/meishi/159609758/,3.5,0,94.0,八佰伴
無念茶馆,https://www.meituan.com/meishi/1975810721/,0.0,3,0.0,青浦区
三桥茶艺馆,https://www.meituan.com/meishi/64182742/,3.0,0,67.0,枫泾镇
绿雪芽（外滩旗舰店）,https://www.meituan.com/meishi/615649707/,3.5,0,0.0,外滩
碧渊堂,https://www.meituan.com/meishi/1604381270/,3.5,1,0.0,五角场/大学区
201314庭院茶楼,https://www.meituan.com/meishi/2564848/,3.5,2,52.0,新场
八马茶业（渊德商务楼店）,https://www.meituan.com/meishi/726079185/,3.5,3,81.0,杨行镇
茗贤汇,https://www.meituan.com/meishi/192500646/,4.0,1,163.0,世纪公园/科技馆
古月茶号云南民族创意茶空间（乌南路店）,https://www.meituan.com/meishi/165417583/,4.5,2,128.0,衡山路/复兴西路
有缘茶庄,https://www.meituan.com/meishi/163216953/,3.5,0,47.0,华新镇
恭春茶社,https://www.meituan.com/meishi/6654966/,3.5,2,61.0,洋泾
苇岸坊,https://www.meituan.com/meishi/5647558/,3.5,0,30.0,西沙湿地
共生堂,https://www.meituan.com/meishi/503001214/,4.5,2,141.0,中山公园/江苏路
伯茗侯茶舍,https://www.meituan.com/meishi/1345379044/,4.0,0,227.0,虹桥/古北
宏正堂茶业,https://www.meituan.com/meishi/1886141180/,4.0,0,0.0,金山新城
话春茶坊,https://www.meituan.com/meishi/1636544821/,4.0,0,0.0,安亭镇
鑫丽公馆,https://www.meituan.com/meishi/170622484/,3.0,0,0.0,外高桥
清庐茶事,https://www.meituan.com/meishi/152784636/,3.5,0,303.0,大华地区
丰汇唐韵茶楼,https://www.meituan.com/meishi/6644410/,3.5,0,30.0,城隍庙/豫园
华祥苑茗茶（都市店）,https://www.meituan.com/meishi/190783952/,3.5,0,0.0,春申地区
茶貳茶馆,https://www.meituan.com/meishi/192983290/,3.5,0,0.0,虹桥/古北
又见茶馆,https://www.meituan.com/meishi/808736697/,3.5,0,0.0,徐泾
亭鎏茶舍,https://www.meituan.com/meishi/194021687/,3.5,0,100.0,南桥
亦瑧堂（蒙古路店）,https://www.meituan.com/meishi/159647425/,4.5,3,182.0,大悦城
出尘朵茶坊（碧江广场店）,https://www.meituan.com/meishi/42920994/,3.5,0,33.0,老闵行/交大师大
一壶茶馆,https://www.meituan.com/meishi/2728572/,3.5,0,0.0,春申地区
华祥苑茗茶（七宝店）,https://www.meituan.com/meishi/195174555/,3.5,0,0.0,七宝
天荣茶业（南汇店）,https://www.meituan.com/meishi/191574604/,4.0,0,0.0,惠南镇
妙秀茶舍,https://www.meituan.com/meishi/1678628170/,4.5,3,120.0,长寿路
水雲軒禅茶室,https://www.meituan.com/meishi/1528166089/,3.5,0,117.0,真如
福鼎白茶·崇明体验店（堡镇店）,https://www.meituan.com/meishi/1152955885/,3.5,0,0.0,堡镇
武夷茶坊,https://www.meituan.com/meishi/159609758/,3.5,0,94.0,八佰伴
無念茶馆,https://www.meituan.com/meishi/1975810721/,0.0,3,0.0,青浦区
爱尚茶馆,https://www.meituan.com/meishi/150830382/,0.0,0,0.0,宝山城区/吴淞
三桥茶艺馆,https://www.meituan.com/meishi/64182742/,3.0,0,67.0,枫泾镇
八马茶业（政学路店）,https://www.meituan.com/meishi/1488337727/,3.5,1,0.0,五角场/大学区
绿雪芽（外滩旗舰店）,https://www.meituan.com/meishi/615649707/,3.5,0,0.0,外滩
碧渊堂,https://www.meituan.com/meishi/1604381270/,3.5,1,0.0,五角场/大学区
201314庭院茶楼,https://www.meituan.com/meishi/2564848/,3.5,2,52.0,新场
雲溪茶舍,https://www.meituan.com/meishi/794643166/,0.0,0,0.0,惠南镇
八马茶业（渊德商务楼店）,https://www.meituan.com/meishi/726079185/,3.5,3,81.0,杨行镇
茗贤汇,https://www.meituan.com/meishi/192500646/,4.0,1,163.0,世纪公园/科技馆
古月茶号云南民族创意茶空间（乌南路店）,https://www.meituan.com/meishi/165417583/,4.5,2,128.0,衡山路/复兴西路
有缘茶庄,https://www.meituan.com/meishi/163216953/,3.5,0,47.0,华新镇
恭春茶社,https://www.meituan.com/meishi/6654966/,3.5,2,61.0,洋泾
苇岸坊,https://www.meituan.com/meishi/5647558/,3.5,0,30.0,西沙湿地
共生堂,https://www.meituan.com/meishi/503001214/,4.5,2,141.0,中山公园/江苏路
伯茗侯茶舍,https://www.meituan.com/meishi/1345379044/,4.0,0,227.0,虹桥/古北
饮趣茶艺,https://www.meituan.com/meishi/1179711208/,4.1,7,110.0,松江大学城
雨林古茶坊（莲花店）,https://www.meituan.com/meishi/177451406/,4.0,0,0.0,万源城/东兰路
柒工坊艺术茶室（嘉定安亭店）,https://www.meituan.com/meishi/184451372/,4.0,2,132.0,安亭镇
茶馆,https://www.meituan.com/meishi/1855040215/,0.0,0,0.0,亭林镇
梦田茶舍,https://www.meituan.com/meishi/181309438/,3.5,0,0.0,颛桥/北桥
御品茗茶,https://www.meituan.com/meishi/1146472057/,4.0,1,0.0,嘉定镇
致雅轩休闲茶馆,https://www.meituan.com/meishi/152335213/,3.5,4,81.0,同乐坊/江宁路
兰驿茶馆,https://www.meituan.com/meishi/192803751/,3.5,0,97.0,宝山城区/吴淞
小陈老师茗茶馆（富荟广场店）,https://www.meituan.com/meishi/92476011/,3.0,0,147.0,世纪公园/科技馆
海派清新茶馆,https://www.meituan.com/meishi/1213732811/,3.0,0,0.0,朱家角/东方绿舟
上好茶茶馆（绿地店）,https://www.meituan.com/meishi/1470047078/,4.0,0,0.0,莘庄
三清山茶楼,https://www.meituan.com/meishi/493570/,3.1,106,60.0,川沙
紫龙茶楼,https://www.meituan.com/meishi/42344672/,3.5,0,0.0,青浦城区
读书堂茶坊,https://www.meituan.com/meishi/6364184/,3.5,0,0.0,松江镇
十二間·茶,https://www.meituan.com/meishi/1842412439/,4.5,0,147.0,淮海路
花园茶室,https://www.meituan.com/meishi/159382611/,4.0,0,0.0,青浦区
拙一古茶馆,https://www.meituan.com/meishi/1609191534/,3.5,0,0.0,金山区
大观苑茶业品鉴中心,https://www.meituan.com/meishi/1623783019/,4.3,8,0.0,宝山城区/吴淞
上岛奥尚茶馆（美兰湖店）,https://www.meituan.com/meishi/920578726/,3.5,0,0.0,美兰湖
璞素茶事（陆家嘴店）,https://www.meituan.com/meishi/883403991/,4.5,0,273.0,陆家嘴
八马茶业（环球中心店）,https://www.meituan.com/meishi/182763641/,3.5,0,0.0,嘉定区
中粮中茶上海体验馆,https://www.meituan.com/meishi/1572249487/,3.5,0,0.0,新江湾城
自助茶馆,https://www.meituan.com/meishi/96145939/,3.0,0,0.0,五角场/大学区
弄堂画廊,https://www.meituan.com/meishi/1627342/,3.9,4,58.0,朱家角/东方绿舟
云柒大益茶室（城市琪遇店）,https://www.meituan.com/meishi/1600463631/,3.5,0,0.0,康桥/周浦
艾謦茗居·艾尚一叶·漫春古茶,https://www.meituan.com/meishi/1402758050/,4.0,4,0.0,闸北公园
吾月茶室,https://www.meituan.com/meishi/163423234/,3.5,0,115.0,长寿路
茂苑隐茶,https://www.meituan.com/meishi/159589088/,3.5,0,0.0,庙行/共康
草本茶铺,https://www.meituan.com/meishi/823656780/,3.7,0,19.0,月星环球港
茶吧,https://www.meituan.com/meishi/5197897/,3.5,0,0.0,朱家角/东方绿舟
春风人家茶楼,https://www.meituan.com/meishi/558813840/,3.6,19,97.0,源深体育中心
中茶世界茶园（宝钢大厦店）,https://www.meituan.com/meishi/4878598/,3.5,0,0.0,世纪大道
甘露茶院,https://www.meituan.com/meishi/573894624/,4.0,2,77.0,外滩
云水居茶楼,https://www.meituan.com/meishi/1603435/,3.5,0,0.0,朱家角/东方绿舟
叶栋茶坊,https://www.meituan.com/meishi/88949800/,3.5,0,0.0,佘山
茅草棚土茶馆,https://www.meituan.com/meishi/40361456/,3.0,0,0.0,闵行开发区
益香·茶府,https://www.meituan.com/meishi/627651634/,3.5,0,132.0,源深体育中心
涵雨茶苑,https://www.meituan.com/meishi/1292298605/,3.5,0,53.0,九亭
茗隐茶坊,https://www.meituan.com/meishi/76244297/,3.5,0,0.0,老闵行/交大师大
宏正堂茶业,https://www.meituan.com/meishi/1886141180/,4.0,0,0.0,金山新城
话春茶坊,https://www.meituan.com/meishi/1636544821/,4.0,0,0.0,安亭镇
梵雅茶事·匠心,https://www.meituan.com/meishi/1616469236/,3.5,0,0.0,虹桥/古北
海临阁茶道,https://www.meituan.com/meishi/1652873630/,3.5,0,0.0,南汇新城
进哥茶楼,https://www.meituan.com/meishi/1997569056/,3.5,0,0.0,外高桥
茗胤茶馆,https://www.meituan.com/meishi/1393729783/,4.0,3,203.0,虹桥/古北
春风茶来（上海南站店）,https://www.meituan.com/meishi/1488203324/,4.0,0,0.0,上海南站
老上海茶馆,https://www.meituan.com/meishi/1556579464/,3.5,0,0.0,城隍庙/豫园
balboagarden落日茶馆,https://www.meituan.com/meishi/575106931/,3.5,0,156.0,世纪大道
大益茶体验馆（万达店）,https://www.meituan.com/meishi/1328330892/,3.5,3,226.0,江桥
坐也茶馆,https://www.meituan.com/meishi/518266935/,4.1,0,0.0,泰晤士小镇
宋园茶艺馆,https://www.meituan.com/meishi/80794574/,3.5,0,122.0,闸北公园
休闲咖啡茶吧,https://www.meituan.com/meishi/150838346/,3.5,0,0.0,曹路
玄月茶室,https://www.meituan.com/meishi/881115339/,3.5,0,0.0,杨行镇
贤雅茶舍,https://www.meituan.com/meishi/806923353/,3.5,0,71.0,南桥
逸品堂茶馆,https://www.meituan.com/meishi/1718569313/,3.5,0,132.0,浦江镇
禅溪茶馆,https://www.meituan.com/meishi/831365440/,3.5,0,0.0,南京西路
单农,https://www.meituan.com/meishi/1967708822/,3.5,0,86.0,新天地/马当路
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
光头强茶铺,https://www.meituan.com/meishi/1820319210/,4.2,0,0.0,九亭
月老茶楼,https://www.meituan.com/meishi/1990475927/,3.5,0,43.0,浦江镇
318休闲茶庄,https://www.meituan.com/meishi/83602465/,3.5,0,0.0,南门
大益茶（大益普洱茶建业里店）,https://www.meituan.com/meishi/830500807/,4.0,0,335.0,肇嘉浜路/中山医院
宏正堂茶业,https://www.meituan.com/meishi/1886141180/,4.0,0,0.0,金山新城
话春茶坊,https://www.meituan.com/meishi/1636544821/,4.0,0,0.0,安亭镇
梵雅茶事·匠心,https://www.meituan.com/meishi/1616469236/,3.5,0,0.0,虹桥/古北
海临阁茶道,https://www.meituan.com/meishi/1652873630/,3.5,0,0.0,南汇新城
进哥茶楼,https://www.meituan.com/meishi/1997569056/,3.5,0,0.0,外高桥
茗胤茶馆,https://www.meituan.com/meishi/1393729783/,4.0,3,203.0,虹桥/古北
春风茶来（上海南站店）,https://www.meituan.com/meishi/1488203324/,4.0,0,0.0,上海南站
老上海茶馆,https://www.meituan.com/meishi/1556579464/,3.5,0,0.0,城隍庙/豫园
balboagarden落日茶馆,https://www.meituan.com/meishi/575106931/,3.5,0,156.0,世纪大道
大益茶体验馆（万达店）,https://www.meituan.com/meishi/1328330892/,3.5,3,226.0,江桥
坐也茶馆,https://www.meituan.com/meishi/518266935/,4.1,0,0.0,泰晤士小镇
宋园茶艺馆,https://www.meituan.com/meishi/80794574/,3.5,0,122.0,闸北公园
休闲咖啡茶吧,https://www.meituan.com/meishi/150838346/,3.5,0,0.0,曹路
玄月茶室,https://www.meituan.com/meishi/881115339/,3.5,0,0.0,杨行镇
贤雅茶舍,https://www.meituan.com/meishi/806923353/,3.5,0,71.0,南桥
逸品堂茶馆,https://www.meituan.com/meishi/1718569313/,3.5,0,132.0,浦江镇
禅溪茶馆,https://www.meituan.com/meishi/831365440/,3.5,0,0.0,南京西路
单农,https://www.meituan.com/meishi/1967708822/,3.5,0,86.0,新天地/马当路
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
光头强茶铺,https://www.meituan.com/meishi/1820319210/,4.2,0,0.0,九亭
月老茶楼,https://www.meituan.com/meishi/1990475927/,3.5,0,43.0,浦江镇
林溪茶馆,https://www.meituan.com/meishi/1209719389/,3.5,0,0.0,浦江镇
南夷北豸武夷岩茶馆,https://www.meituan.com/meishi/1598738090/,3.5,0,0.0,莘庄
又见茶馆,https://www.meituan.com/meishi/808736697/,3.5,0,0.0,徐泾
一壶茶馆,https://www.meituan.com/meishi/2728572/,3.5,0,0.0,春申地区
天荣茶业（南汇店）,https://www.meituan.com/meishi/191574604/,4.0,0,0.0,惠南镇
春风茶来（上海南站店）,https://www.meituan.com/meishi/1488203324/,4.0,0,0.0,上海南站
老上海茶馆,https://www.meituan.com/meishi/1556579464/,3.5,0,0.0,城隍庙/豫园
balboagarden落日茶馆,https://www.meituan.com/meishi/575106931/,3.5,0,156.0,世纪大道
